x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,value,Timestamp
0,1,3,3,1,3,0,3,1,3,2,2,2,0,1,1,0,0,3,0,78.5,142663
2,2,1,0,1,1,2,0,3,1,0,3,2,3,2,0,0,0,0,2,41.5,144580
1,3,0,2,2,0,3,2,1,1,3,1,0,1,3,3,1,3,0,0,50.0,146622
2,1,0,1,0,3,1,2,2,3,1,1,3,2,2,2,3,3,3,2,68.5,148800
3,3,3,3,1,0,0,3,3,1,0,2,2,0,3,1,2,1,1,0,50.0,150833
1,2,3,0,1,1,0,2,1,2,2,3,3,2,3,2,1,3,1,0,78.0,152916
0,1,1,1,1,3,2,2,0,2,0,3,1,3,2,2,0,2,2,1,78.0,154947
3,0,3,0,0,2,1,3,3,2,3,1,2,2,1,3,0,1,0,3,50.0,156720
2,1,2,1,2,0,0,1,1,0,1,3,1,3,2,2,2,2,0,0,50.0,158694
0,1,1,3,0,1,1,2,0,0,0,2,0,3,0,1,3,1,3,1,50.0,160629
0,0,1,2,0,0,1,0,3,1,3,1,0,0,0,3,0,0,2,0,42.0,162350
3,3,3,2,2,1,3,0,0,0,2,1,2,2,3,1,2,2,3,2,123.5,164182
2,0,3,0,2,3,3,2,0,3,2,0,1,1,0,3,3,3,2,1,68.5,166220
0,0,1,2,2,2,2,1,3,2,1,0,0,1,3,0,2,1,1,2,33.5,168139
0,2,3,1,1,0,1,2,3,1,1,2,2,2,3,0,3,3,0,1,40.0,170162
3,3,0,2,3,1,2,2,1,3,2,0,0,3,2,3,3,2,1,3,50.0,172285
2,1,3,3,0,0,2,0,2,3,3,3,0,0,2,3,2,3,1,0,66.5,174037
2,0,2,1,2,0,0,2,3,0,0,1,0,1,0,3,1,1,3,0,66.5,175904
3,2,3,1,3,0,3,3,1,1,0,0,2,2,1,2,0,1,2,0,50.0,177901
0,2,0,2,0,0,1,0,3,1,1,1,2,1,3,3,3,2,2,2,84.0,179852
1,2,0,2,1,1,3,1,0,2,1,2,1,1,3,1,1,0,3,1,68.5,181755
0,0,2,3,2,2,1,0,3,3,0,3,2,1,1,3,0,1,2,2,123.5,183735
2,0,1,3,2,2,2,2,0,3,1,1,0,1,3,0,0,3,1,0,50.0,185648
1,2,0,0,1,0,0,0,2,3,0,1,0,2,2,1,3,1,3,1,50.0,187539
3,3,1,0,2,2,1,2,1,0,1,3,2,1,3,0,2,3,1,3,66.5,189606
2,1,3,3,1,3,1,2,0,1,0,3,0,1,3,1,1,2,0,2,50.0,191551
1,3,3,2,0,1,3,3,1,0,1,3,3,3,1,3,1,0,1,1,41.5,193658
3,0,3,1,0,3,1,0,1,3,2,0,2,3,2,0,0,1,2,0,91.5,195599
1,0,0,1,2,1,2,0,3,3,2,2,1,0,3,0,2,2,1,2,50.0,197599
0,0,3,2,2,0,0,0,2,0,3,0,3,1,2,1,2,2,1,0,66.5,200792
0,1,3,2,1,3,1,1,3,2,0,3,3,2,3,1,0,2,1,3,66.5,204196
2,2,0,3,3,2,0,2,2,3,2,3,1,0,1,0,0,0,3,3,107.5,205947
0,0,2,3,3,2,1,1,2,2,1,0,3,2,1,3,0,3,1,2,50.0,209244
0,0,0,3,3,3,0,3,2,2,1,3,3,3,2,2,3,0,0,1,33.5,212840
0,2,0,2,0,3,0,1,1,1,1,0,2,3,2,1,0,1,0,2,33.5,216097
0,2,0,2,0,3,0,1,1,1,1,0,2,2,2,2,0,1,0,2,50.0,219193
1,1,1,3,2,2,0,1,1,3,1,2,3,3,3,3,2,0,1,1,66.5,222768
0,0,1,0,0,0,2,2,3,3,3,2,2,0,0,1,0,3,0,1,50.0,224585
0,1,0,3,3,2,0,1,0,2,1,3,0,1,3,0,2,3,1,2,50.0,227870
0,0,1,2,2,2,1,1,3,2,1,1,0,1,3,0,0,1,1,2,123.5,231033
2,2,0,2,3,2,0,1,0,0,1,1,2,3,0,1,0,1,1,3,50.0,234312
0,0,1,1,2,0,0,2,3,1,0,3,1,3,2,1,0,3,2,1,50.0,236230
0,2,0,2,0,2,2,1,1,2,1,0,1,3,2,0,0,1,0,2,76.5,239500
2,1,3,3,0,0,0,3,2,3,2,2,2,3,2,1,0,0,1,3,76.5,242790
0,2,0,2,3,3,3,1,1,2,0,1,2,3,1,3,3,1,1,0,50.0,246025
1,3,0,3,3,3,0,1,2,2,0,3,3,2,2,2,0,1,0,1,123.5,249476
0,0,2,3,2,3,2,0,0,3,0,1,2,1,3,1,3,0,0,1,50.0,252713
0,0,1,2,1,3,1,1,3,2,1,2,0,2,3,1,0,2,1,2,33.5,256021
0,2,0,2,0,3,0,1,1,2,0,0,2,3,2,1,0,1,0,2,33.5,259303
0,0,1,2,2,3,1,1,3,2,1,2,0,3,3,1,0,2,1,2,50.0,262555
0,0,1,2,1,3,1,1,3,2,1,2,1,2,3,1,0,0,1,2,123.5,265882
2,2,0,3,1,3,1,2,1,2,0,1,3,3,3,0,0,0,0,2,50.0,269217
0,3,2,3,1,2,0,1,1,2,0,2,3,2,0,1,0,0,0,2,50.0,272765
0,0,0,3,3,3,0,3,2,2,1,3,3,3,2,2,1,0,0,1,123.5,275877
3,1,0,3,0,3,0,3,1,0,0,0,3,3,2,1,2,1,0,2,50.0,279252
3,3,1,0,1,3,3,3,0,2,2,2,0,1,2,1,2,0,2,1,50.0,281369
0,2,0,3,0,3,0,0,3,3,0,0,3,0,2,1,0,0,0,3,50.0,284735
3,3,0,2,1,3,0,0,0,2,2,0,2,1,3,1,0,3,0,0,50.0,287835
0,2,2,1,0,1,2,0,0,2,0,0,2,3,3,1,1,1,1,0,50.0,291138
1,0,3,0,0,1,3,1,3,2,0,1,0,3,1,3,3,0,3,1,50.0,293198
0,3,1,2,0,1,1,1,0,3,2,2,1,1,1,0,2,0,1,3,40.0,296626
0,2,2,0,1,3,1,0,1,0,0,3,2,1,1,3,2,0,1,3,50.0,298434
2,0,1,1,1,3,2,1,0,0,0,0,3,3,2,1,1,0,0,3,107.5,301717
0,2,2,0,0,3,0,1,0,2,2,3,2,3,1,1,3,1,0,1,45.5,305031
0,0,3,0,3,0,0,3,2,0,3,1,1,2,2,3,3,0,0,0,50.0,306869
2,1,1,2,2,1,1,0,3,1,1,0,3,2,2,1,2,1,1,3,76.5,310398
0,0,0,3,3,3,0,3,2,3,0,3,3,2,0,2,3,2,2,1,68.5,313562
0,2,0,1,3,3,0,1,1,2,0,0,2,3,2,1,1,0,0,2,84.0,316885
0,0,0,2,0,3,0,1,3,2,1,0,3,1,3,1,2,1,1,2,66.5,320171
1,0,0,3,3,3,0,3,2,2,1,3,3,3,2,2,3,0,0,1,33.5,323611
1,0,2,2,3,0,2,3,1,2,0,1,2,2,1,3,2,0,0,1,50.0,326737
3,3,3,1,0,1,1,0,0,2,0,3,0,3,0,0,1,0,2,3,56.5,330063
0,0,0,3,3,3,0,3,2,2,1,3,3,3,2,2,2,0,0,1,50.0,333599
3,1,3,3,0,3,3,3,0,0,3,0,3,2,0,0,1,0,1,2,50.0,337023
3,2,1,2,0,2,1,0,0,0,3,0,2,3,0,1,1,1,1,3,50.0,340138
3,0,1,3,0,3,1,1,1,1,1,3,1,0,0,1,0,2,0,1,50.0,343535
0,3,1,2,2,1,3,0,0,3,2,0,1,0,0,1,2,2,1,0,76.5,346627
1,3,0,3,1,3,3,2,0,1,1,2,0,3,0,2,0,0,2,3,68.5,350032
1,0,2,0,2,3,3,1,2,2,2,0,0,3,2,1,3,0,1,3,68.5,353417
2,3,1,2,0,1,2,3,0,0,1,2,1,0,0,1,3,0,0,3,42.0,356512
0,3,2,0,1,3,0,1,2,0,0,2,0,3,1,1,0,0,2,3,50.0,359827
2,0,3,3,0,0,0,3,2,3,2,2,3,2,2,1,0,1,1,3,50.0,363234
0,2,0,0,1,3,0,3,0,0,3,2,1,2,3,1,0,0,0,3,66.5,366296
0,0,1,2,2,3,1,1,3,2,1,2,3,2,0,1,0,2,1,2,50.0,369732
0,0,1,2,1,3,2,0,3,2,3,2,3,2,3,1,0,2,1,2,50.0,373193
0,1,1,2,2,2,2,2,3,2,1,0,0,1,3,0,2,1,0,2,66.5,376574
0,0,0,2,3,3,0,3,3,2,1,3,3,2,2,2,3,0,0,1,33.5,379958
0,0,1,2,1,3,1,1,3,2,1,2,0,2,3,0,0,2,1,2,33.5,383116
0,1,1,2,1,3,1,1,0,3,0,2,1,2,3,0,0,2,0,0,42.0,386448
1,0,0,1,2,2,0,2,1,2,0,3,3,3,0,2,1,0,0,1,41.5,389781
3,3,2,3,0,0,2,2,2,2,1,3,2,3,2,2,3,0,1,3,50.0,393497
0,2,1,3,3,3,0,3,3,2,1,2,0,3,1,2,3,0,0,1,50.0,396999
3,3,2,3,0,2,2,3,0,1,1,1,1,2,3,0,0,0,0,2,123.5,400089
3,3,0,3,1,2,2,2,0,0,1,3,1,0,0,0,1,0,2,3,123.5,403450
1,0,0,2,2,3,0,3,1,1,1,3,2,1,3,2,3,0,0,0,50.0,407153
1,0,2,0,2,3,1,2,0,3,1,2,2,3,2,3,1,0,1,3,50.0,409249
3,3,1,1,0,3,2,2,0,0,2,3,0,0,2,0,1,0,0,3,50.0,412421
0,0,0,3,3,3,0,3,2,2,1,3,3,1,2,2,3,0,0,1,33.5,415884
3,3,0,1,3,2,1,1,0,1,1,3,2,0,0,1,1,0,2,3,66.5,419312
0,2,0,2,3,2,1,2,2,3,3,3,2,3,2,2,1,0,2,1,68.5,422757
0,1,0,2,0,3,1,0,3,2,0,2,0,2,3,0,2,0,2,2,50.0,425901
0,3,0,3,3,3,0,3,3,2,1,3,3,1,2,2,3,0,0,1,76.5,429310
0,3,0,2,0,3,0,1,1,1,1,0,2,3,2,1,0,1,0,2,66.5,432610
0,2,0,1,3,0,1,1,1,2,3,1,0,2,0,2,1,3,1,3,42.0,435995
1,2,0,2,0,3,1,1,1,2,1,2,2,3,2,2,0,0,1,2,50.0,439425
0,3,0,1,0,2,3,0,0,2,3,1,3,2,2,1,3,0,1,3,50.0,442757
0,1,2,0,0,1,3,1,2,2,2,3,1,1,3,3,3,3,3,1,50.0,444711
0,1,1,2,3,3,1,1,3,2,1,2,2,2,3,0,0,1,1,2,41.5,448298
3,1,1,3,3,0,0,1,3,0,1,0,2,1,1,3,2,3,0,3,50.0,450321
0,0,1,2,1,3,1,3,2,2,1,2,2,2,3,1,0,2,1,2,76.5,454010
1,0,1,2,1,2,1,1,3,2,1,1,1,2,3,1,0,2,1,2,42.0,457441
0,0,0,2,3,2,2,1,0,2,1,3,1,2,3,1,3,1,1,1,50.0,460846
0,0,0,2,1,3,1,1,3,2,1,2,0,2,2,1,0,2,0,2,33.5,464169
0,0,2,3,2,1,1,2,0,2,0,3,3,3,2,2,3,0,0,2,50.0,467674
0,0,0,3,2,3,0,3,2,2,1,3,3,3,2,2,3,0,0,1,50.0,471016
0,0,1,2,2,3,0,3,3,1,0,3,1,2,2,0,2,0,0,0,50.0,474027
0,0,1,2,1,2,1,1,3,2,1,2,0,2,3,1,0,2,1,2,66.5,477798
3,3,1,2,3,3,2,3,0,3,0,2,3,3,0,3,0,1,1,1,40.0,481317
0,0,0,2,1,3,1,1,1,0,0,1,2,3,2,0,0,2,1,2,50.0,484647
0,3,1,3,2,3,1,1,2,1,1,2,0,2,2,0,1,3,0,2,50.0,488127
0,1,1,2,1,3,1,1,3,2,1,2,0,2,3,0,0,1,1,2,91.5,491513
0,1,0,2,1,3,1,1,3,2,1,1,0,2,2,0,0,2,0,2,66.5,494745
3,0,0,2,3,3,1,1,3,3,1,2,0,2,2,1,0,2,1,2,50.0,498175
1,1,0,1,0,2,0,1,0,3,0,0,2,3,3,3,0,1,0,3,50.0,501452
3,0,0,2,3,1,1,3,3,1,1,2,2,2,2,1,3,0,0,1,66.5,504901
0,0,1,2,1,3,1,1,3,2,1,2,1,2,3,2,0,2,0,2,33.5,508162
3,3,2,1,2,0,1,1,0,3,3,3,1,2,3,2,1,0,1,1,76.5,510291
0,0,0,3,3,3,0,3,2,2,1,3,0,1,2,2,3,0,0,1,33.5,513738
0,0,0,3,3,3,0,1,2,2,0,3,3,2,2,2,3,0,0,1,42.0,517101
